,operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name
386,RJio,Outdoor,4G,5,Satisfactory,,,Not Available
387,RJio,Indoor,4G,1,Call Dropped,,,Not Available
388,VI,Travelling,4G,2,Poor Voice Quality,18.95507781,72.80138127,Maharashtra
389,Airtel,Indoor,Unknown,3,Call Dropped,,,Not Available
390,Airtel,Indoor,4G,1,Poor Voice Quality,,,Not Available
391,Airtel,Outdoor,4G,5,Satisfactory,,,Not Available
392,Airtel,Indoor,Unknown,2,Poor Voice Quality,,,Not Available
393,Airtel,Outdoor,Unknown,1,Poor Voice Quality,,,Not Available
394,Airtel,Outdoor,Unknown,1,Poor Voice Quality,,,Not Available
395,RJio,Indoor,4G,1,Call Dropped,28.5953245,77.0242244,Delhi
396,VI,Travelling,4G,1,Poor Voice Quality,21.12307011,79.06782401,Maharashtra
397,VI,Indoor,4G,5,Satisfactory,21.12307011,79.06782401,Maharashtra
398,VI,Indoor,4G,1,Call Dropped,21.12307011,79.06782401,Maharashtra
399,VI,Indoor,4G,1,Call Dropped,21.12307011,79.06782401,Maharashtra
400,VI,Indoor,Unknown,1,Call Dropped,21.12307011,79.06782401,Maharashtra
401,VI,Indoor,Unknown,1,Call Dropped,21.12307011,79.06782401,Maharashtra
402,Airtel,Indoor,4G,2,Poor Voice Quality,18.44208851,73.84835771,Maharashtra
403,Airtel,Indoor,Unknown,4,Satisfactory,13.93681515,75.54820505,Karnataka
404,Airtel,Indoor,4G,3,Satisfactory,21.14109932,72.76511836,Gujarat
405,RJio,Outdoor,4G,5,Satisfactory,,,Not Available
406,RJio,Outdoor,4G,5,Satisfactory,,,Not Available
407,RJio,Outdoor,4G,5,Satisfactory,,,Not Available
408,VI,Indoor,4G,1,Call Dropped,,,Not Available
409,Airtel,Indoor,Unknown,1,Poor Voice Quality,21.14109932,72.76511836,Gujarat
410,VI,Indoor,4G,1,Call Dropped,,,Not Available
411,VI,Indoor,4G,1,Call Dropped,,,Not Available
412,Airtel,Indoor,4G,4,Satisfactory,13.936897,75.5483356,Karnataka
413,Airtel,Indoor,Unknown,4,Satisfactory,13.93672866,75.54823426,Karnataka
414,VI,Indoor,4G,5,Satisfactory,23.16386685,77.44577318,Madhya Pradesh
415,VI,Indoor,4G,5,Satisfactory,23.16386685,77.44577318,Madhya Pradesh
416,VI,Indoor,4G,5,Satisfactory,23.16386685,77.44577318,Madhya Pradesh
417,VI,Indoor,4G,5,Satisfactory,23.16386685,77.44577318,Madhya Pradesh
418,VI,Indoor,4G,5,Satisfactory,23.16360567,77.44581115,Madhya Pradesh
419,VI,Indoor,4G,5,Satisfactory,23.16376668,77.44610134,Madhya Pradesh
420,VI,Indoor,4G,5,Satisfactory,23.1637883,77.4461212,Madhya Pradesh
421,VI,Indoor,4G,5,Satisfactory,23.1638058,77.4461145,Madhya Pradesh
422,VI,Indoor,4G,5,Satisfactory,23.1673365,77.4449185,Madhya Pradesh
423,VI,Indoor,4G,5,Satisfactory,23.1635691,77.4459492,Madhya Pradesh
424,VI,Indoor,4G,5,Satisfactory,23.1673365,77.4449185,Madhya Pradesh
425,VI,Indoor,4G,5,Satisfactory,23.1673365,77.4449185,Madhya Pradesh
426,VI,Indoor,4G,5,Satisfactory,23.1639902,77.4445724,Madhya Pradesh
427,VI,Indoor,4G,5,Satisfactory,23.1639902,77.4445724,Madhya Pradesh
428,VI,Indoor,4G,5,Satisfactory,23.16376538,77.44605197,Madhya Pradesh
429,Airtel,Indoor,Unknown,4,Satisfactory,13.93672866,75.54823426,Karnataka
430,VI,Outdoor,2G,5,Satisfactory,,,Not Available
431,VI,Indoor,4G,5,Satisfactory,,,Not Available
432,VI,Outdoor,4G,5,Satisfactory,,,Not Available
433,VI,Indoor,4G,5,Satisfactory,,,Not Available
434,VI,Indoor,4G,5,Satisfactory,,,Not Available
435,VI,Outdoor,4G,5,Satisfactory,,,Not Available
436,VI,Indoor,4G,5,Satisfactory,,,Not Available
437,VI,Indoor,4G,5,Satisfactory,,,Not Available
438,VI,Indoor,4G,5,Satisfactory,,,Not Available
439,VI,Indoor,4G,5,Satisfactory,,,Not Available
440,VI,Indoor,4G,5,Satisfactory,,,Not Available
441,VI,Indoor,2G,5,Satisfactory,,,Not Available
442,VI,Travelling,4G,5,Satisfactory,,,Not Available
443,VI,Outdoor,4G,5,Satisfactory,,,Not Available
444,VI,Outdoor,4G,5,Satisfactory,,,Not Available
445,RJio,Indoor,4G,5,Satisfactory,,,Not Available
446,VI,Indoor,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
447,Airtel,Indoor,Unknown,1,Poor Voice Quality,21.13721761,72.77741968,Gujarat
448,VI,Indoor,Unknown,4,Satisfactory,21.12307011,79.06782401,Maharashtra
449,BSNL,Outdoor,3G,1,Call Dropped,12.9254094,77.6187812,Karnataka
450,BSNL,Outdoor,2G,1,Poor Voice Quality,,,Not Available
451,BSNL,Outdoor,3G,1,Call Dropped,,,Not Available
452,BSNL,Outdoor,3G,1,Call Dropped,,,Not Available
453,BSNL,Outdoor,3G,1,Poor Voice Quality,,,Not Available
454,Airtel,Indoor,4G,1,Poor Voice Quality,18.44208851,73.84835771,Maharashtra
455,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
456,RJio,Indoor,4G,1,Call Dropped,,,Not Available
457,RJio,Indoor,4G,1,Call Dropped,,,Not Available
458,RJio,Indoor,4G,3,Satisfactory,,,Not Available
459,RJio,Indoor,4G,3,Satisfactory,,,Not Available
460,Airtel,Indoor,4G,1,Poor Voice Quality,18.44208851,73.84835771,Maharashtra
461,RJio,Indoor,4G,3,Satisfactory,,,Not Available
462,VI,Indoor,4G,5,Satisfactory,21.12307011,79.06782401,Maharashtra
463,RJio,Indoor,4G,5,Satisfactory,,,Not Available
464,VI,Outdoor,Unknown,4,Satisfactory,18.5197824,73.8561542,Maharashtra
465,VI,Outdoor,4G,4,Satisfactory,18.5198044,73.8561871,Maharashtra
466,VI,Outdoor,Unknown,4,Satisfactory,18.5196043,73.856089,Maharashtra
467,VI,Indoor,4G,4,Satisfactory,18.5197386,73.856179,Maharashtra
468,VI,Indoor,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
469,VI,Indoor,Unknown,4,Satisfactory,21.12307011,79.06782401,Maharashtra
470,Airtel,Outdoor,4G,1,Call Dropped,,,Not Available
471,VI,Indoor,3G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
472,RJio,Indoor,Unknown,1,Call Dropped,,,Not Available
473,RJio,Outdoor,Unknown,2,Call Dropped,,,Not Available
474,VI,Indoor,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
475,VI,Indoor,3G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
476,VI,Travelling,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
477,VI,Indoor,4G,3,Call Dropped,21.12307011,79.06782401,Maharashtra
478,VI,Indoor,3G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
479,VI,Indoor,3G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
480,VI,Indoor,4G,2,Poor Voice Quality,13.0722979,80.1676255,Tamil Nadu
481,VI,Indoor,4G,5,Satisfactory,,,Not Available
482,RJio,Indoor,4G,1,Call Dropped,,,Not Available
483,RJio,Indoor,4G,1,Call Dropped,,,Not Available
484,RJio,Indoor,4G,1,Call Dropped,,,Not Available
485,RJio,Indoor,4G,5,Satisfactory,28.595224,77.0243857,Delhi
486,VI,Indoor,4G,4,Satisfactory,,,Not Available
487,VI,Indoor,4G,4,Satisfactory,,,Not Available
488,VI,Indoor,4G,4,Satisfactory,,,Not Available
489,RJio,Outdoor,4G,4,Satisfactory,,,Not Available
490,Airtel,Indoor,Unknown,4,Satisfactory,13.93622798,75.55987868,Karnataka
491,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
492,RJio,Indoor,4G,5,Satisfactory,,,Not Available
493,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
494,Airtel,Indoor,4G,4,Satisfactory,13.93692411,75.55763086,Karnataka
495,Airtel,Travelling,4G,2,Poor Voice Quality,,,Not Available
496,Airtel,Indoor,4G,1,Poor Voice Quality,,,Not Available
497,Airtel,Indoor,2G,1,Poor Voice Quality,,,Not Available
498,Airtel,Indoor,4G,1,Poor Voice Quality,,,Not Available
499,Airtel,Indoor,Unknown,4,Satisfactory,13.93692411,75.55763086,Karnataka
500,VI,Indoor,4G,4,Satisfactory,,,Not Available
501,VI,Indoor,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
502,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
503,VI,Outdoor,4G,3,Poor Voice Quality,,,Not Available
504,RJio,Outdoor,4G,1,Poor Voice Quality,,,Not Available
505,RJio,Outdoor,4G,1,Poor Voice Quality,,,Not Available
506,Airtel,Indoor,4G,5,Satisfactory,,,Not Available
507,Airtel,Indoor,4G,5,Satisfactory,,,Not Available
508,VI,Indoor,Unknown,4,Satisfactory,18.5195593,73.8560637,Maharashtra
509,VI,Indoor,4G,4,Satisfactory,21.12307011,79.06782401,Maharashtra
510,VI,Outdoor,4G,1,Poor Voice Quality,,,Not Available
511,VI,Outdoor,4G,1,Poor Voice Quality,,,Not Available
512,VI,Outdoor,4G,1,Poor Voice Quality,,,Not Available
513,VI,Travelling,4G,1,Poor Voice Quality,,,Not Available
514,VI,Outdoor,4G,1,Poor Voice Quality,,,Not Available
515,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
516,VI,Indoor,2G,5,Satisfactory,18.478976,74.0267027,Maharashtra
517,VI,Travelling,4G,1,Call Dropped,,,Not Available
518,VI,Indoor,4G,4,Satisfactory,,,Not Available
519,VI,Indoor,4G,4,Satisfactory,21.1230368,79.0678811,Maharashtra
520,RJio,Indoor,Unknown,5,Satisfactory,,,Not Available
521,RJio,Outdoor,Unknown,5,Satisfactory,,,Not Available
522,VI,Outdoor,Unknown,5,Satisfactory,,,Not Available
523,RJio,Outdoor,Unknown,5,Satisfactory,,,Not Available
524,RJio,Outdoor,Unknown,5,Satisfactory,,,Not Available
525,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
526,RJio,Indoor,Unknown,5,Satisfactory,24.21887969,88.55119969,West Bengal
527,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
528,RJio,Indoor,4G,3,Satisfactory,,,Not Available
529,MTNL,Travelling,2G,5,Satisfactory,19.0403409,72.9185815,Maharashtra
530,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
531,MTNL,Indoor,2G,2,Poor Voice Quality,19.0403409,72.9185815,Maharashtra
532,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
533,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
534,Airtel,Indoor,Unknown,1,Poor Voice Quality,,,Not Available
535,Airtel,Indoor,Unknown,1,Poor Voice Quality,,,Not Available
536,Airtel,Outdoor,Unknown,2,Poor Voice Quality,,,Not Available
537,Airtel,Indoor,Unknown,2,Poor Voice Quality,,,Not Available
538,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
539,VI,Indoor,4G,2,Poor Voice Quality,,,Not Available
540,RJio,Indoor,4G,3,Satisfactory,22.0959084,74.0547976,Gujarat
541,VI,Travelling,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
542,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
543,VI,Outdoor,3G,1,Call Dropped,,,Not Available
544,VI,Outdoor,3G,1,Poor Voice Quality,,,Not Available
545,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
546,BSNL,Travelling,3G,5,Satisfactory,,,Not Available
547,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
548,VI,Outdoor,3G,1,Call Dropped,,,Not Available
549,VI,Indoor,4G,4,Satisfactory,21.12527919,79.06397712,Maharashtra
550,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
551,Airtel,Outdoor,4G,4,Satisfactory,,,Not Available
552,Airtel,Outdoor,4G,4,Satisfactory,,,Not Available
553,VI,Indoor,4G,4,Satisfactory,21.12309009,79.06796676,Maharashtra
554,VI,Indoor,4G,4,Satisfactory,21.12309009,79.06796676,Maharashtra
555,VI,Indoor,4G,4,Satisfactory,21.12309009,79.06796676,Maharashtra
556,VI,Indoor,4G,4,Satisfactory,21.12309009,79.06796676,Maharashtra
557,BSNL,Indoor,3G,1,Poor Voice Quality,,,Not Available
558,Airtel,Outdoor,4G,1,Call Dropped,,,Not Available
559,Airtel,Indoor,Unknown,4,Satisfactory,13.93687518,75.54814795,Karnataka
560,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
561,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
562,RJio,Indoor,4G,5,Satisfactory,,,Not Available
563,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
564,RJio,Outdoor,4G,3,Satisfactory,,,Not Available
565,RJio,Outdoor,4G,4,Satisfactory,,,Not Available
566,BSNL,Indoor,3G,4,Satisfactory,22.6554639,88.3595466,West Bengal
567,Airtel,Indoor,4G,2,Poor Voice Quality,,,Not Available
568,VI,Outdoor,Unknown,4,Satisfactory,18.5102219,73.8462812,Maharashtra
569,VI,Outdoor,4G,4,Satisfactory,18.519775,73.8561912,Maharashtra
570,VI,Outdoor,4G,4,Satisfactory,18.519683,73.8561998,Maharashtra
571,VI,Outdoor,Unknown,4,Satisfactory,18.5192317,73.8565143,Maharashtra
572,VI,Outdoor,Unknown,4,Satisfactory,18.5192317,73.8565143,Maharashtra
573,Airtel,Indoor,4G,4,Satisfactory,13.9368119,75.5480614,Karnataka
574,VI,Indoor,4G,3,Satisfactory,,,Not Available
575,Airtel,Indoor,4G,1,Poor Voice Quality,,,Not Available
576,Airtel,Indoor,Unknown,2,Poor Voice Quality,,,Not Available
577,RJio,Outdoor,4G,3,Poor Voice Quality,,,Not Available
578,MTNL,Travelling,2G,1,Call Dropped,19.0403373,72.9185964,Maharashtra
579,VI,Indoor,4G,4,Satisfactory,21.12313353,79.06812764,Maharashtra
580,VI,Indoor,4G,4,Satisfactory,21.12313353,79.06812764,Maharashtra
581,RJio,Indoor,4G,3,Poor Voice Quality,,,Not Available
582,Airtel,Travelling,4G,2,Poor Voice Quality,12.02520763,76.97190113,Karnataka
583,RJio,Indoor,4G,5,Satisfactory,24.21895626,88.55123975,West Bengal
584,VI,Indoor,4G,5,Satisfactory,23.3511731,85.31841214,Jharkhand
585,BSNL,Indoor,3G,5,Satisfactory,,,Not Available
586,BSNL,Outdoor,Unknown,1,Poor Voice Quality,,,Not Available
587,BSNL,Indoor,3G,5,Satisfactory,,,Not Available
588,BSNL,Outdoor,Unknown,1,Poor Voice Quality,,,Not Available
589,BSNL,Outdoor,3G,1,Poor Voice Quality,,,Not Available
590,Airtel,Indoor,Unknown,4,Satisfactory,10.30306517,76.22305423,Kerala
591,RJio,Indoor,4G,5,Satisfactory,,,Not Available
592,VI,Indoor,4G,4,Satisfactory,21.14518708,79.08751799,Maharashtra
593,RJio,Indoor,4G,3,Satisfactory,,,Not Available
594,RJio,Indoor,4G,3,Satisfactory,,,Not Available
595,RJio,Indoor,4G,3,Satisfactory,,,Not Available
596,VI,Outdoor,4G,4,Satisfactory,18.5197451,73.8561959,Maharashtra
597,VI,Indoor,4G,4,Satisfactory,18.5197365,73.8561754,Maharashtra
598,VI,Indoor,4G,4,Satisfactory,21.14518708,79.08751799,Maharashtra
599,VI,Travelling,4G,4,Satisfactory,21.14518708,79.08751799,Maharashtra
600,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
601,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
602,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
603,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
604,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
605,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
606,VI,Indoor,4G,5,Satisfactory,23.1638754,77.44606043,Madhya Pradesh
607,VI,Indoor,4G,5,Satisfactory,23.16373848,77.44601534,Madhya Pradesh
608,VI,Indoor,4G,5,Satisfactory,23.16375629,77.44669494,Madhya Pradesh
609,BSNL,Outdoor,3G,1,Poor Voice Quality,,,Not Available
610,BSNL,Outdoor,3G,1,Call Dropped,,,Not Available
611,BSNL,Outdoor,2G,1,Call Dropped,,,Not Available
612,BSNL,Outdoor,3G,1,Call Dropped,,,Not Available
613,BSNL,Outdoor,3G,1,Call Dropped,,,Not Available
614,BSNL,Outdoor,3G,1,Call Dropped,12.9254111,77.6187885,Karnataka
615,VI,Indoor,4G,5,Satisfactory,23.16383018,77.44592473,Madhya Pradesh
616,VI,Outdoor,3G,1,Call Dropped,,,Not Available
617,VI,Indoor,4G,1,Poor Voice Quality,,,Not Available
618,VI,Indoor,4G,1,Call Dropped,,,Not Available
619,RJio,Indoor,4G,1,Call Dropped,23.6257783,86.1799859,Jharkhand
